date,min,max,avg,location,temp,rainfall,humidity,rain_3day_sum,rain_flag,temp_lag,humidity_diff,trend_score_পেঁয়াজ,trend_score_onion,trend_score_পেঁয়াজ_lag1,trend_score_পেঁয়াজ_avg3,trend_score_পেঁয়াজ_spike,trend_score_onion_lag1,trend_score_onion_avg3,trend_score_onion_spike
2023-12-02,105.0,125.0,115.0,Dhaka,22.35,0.0,78.84,0.0,0,22.17,-0.9500000000000028,11.0,31.0,11.0,11.0,0,31.0,31.0,0
2023-12-03,110.0,130.0,120.0,Dhaka,22.56,0.0,82.46,0.0,0,22.35,3.6199999999999903,31.0,57.0,11.0,17.666666666666668,1,31.0,39.666666666666664,0
2023-12-04,120.0,135.0,127.5,Dhaka,22.5,0.0,82.66,0.0,0,22.56,0.2000000000000028,31.0,57.0,31.0,24.333333333333332,0,57.0,48.333333333333336,0
2023-12-05,110.0,135.0,122.5,Dhaka,22.13,0.1,80.85,0.0999999999999858,0,22.5,-1.8100000000000025,31.0,57.0,31.0,31.0,0,57.0,57.0,0
2023-12-06,120.0,135.0,127.5,Dhaka,21.57,2.85,86.17,2.949999999999986,0,22.13,5.320000000000007,31.0,57.0,31.0,31.0,0,57.0,57.0,0
2023-12-07,120.0,135.0,127.5,Dhaka,20.86,15.14,93.5,18.089999999999986,1,21.57,7.329999999999998,31.0,57.0,31.0,31.0,0,57.0,57.0,0
2023-12-08,120.0,140.0,130.0,Dhaka,21.07,33.73,91.8,51.71999999999999,1,20.86,-1.7000000000000028,31.0,57.0,31.0,31.0,0,57.0,57.0,0
2023-12-09,180.0,190.0,185.0,Dhaka,20.16,4.54,88.95,53.409999999999975,0,21.07,-2.8499999999999943,31.0,57.0,31.0,31.0,0,57.0,57.0,0
2023-12-10,180.0,190.0,185.0,Dhaka,18.59,0.0,82.15,38.26999999999998,0,20.16,-6.799999999999997,57.0,100.0,31.0,39.666666666666664,0,57.0,71.33333333333333,0
2023-12-20,100.0,120.0,110.0,Dhaka,18.36,0.0,81.19,4.539999999999979,0,18.59,-0.960000000000008,57.0,100.0,57.0,48.333333333333336,0,100.0,85.66666666666667,0
2023-12-20,100.0,110.0,105.0,Dhaka,18.36,0.0,81.19,0.0,0,18.36,0.0,57.0,100.0,57.0,57.0,0,100.0,100.0,0
2023-12-21,100.0,120.0,110.0,Dhaka,19.24,0.0,75.42,0.0,0,18.36,-5.769999999999996,57.0,100.0,57.0,57.0,0,100.0,100.0,0
2023-12-22,100.0,120.0,110.0,Dhaka,19.77,0.0,78.67,0.0,0,19.24,3.25,57.0,100.0,57.0,57.0,0,100.0,100.0,0
2023-12-23,100.0,120.0,110.0,Dhaka,20.01,0.0,75.96,0.0,0,19.77,-2.710000000000008,57.0,100.0,57.0,57.0,0,100.0,100.0,0
2023-12-24,100.0,120.0,110.0,Dhaka,20.49,0.01,73.99,0.0099999999999786,0,20.01,-1.9699999999999989,12.0,42.0,57.0,42.0,0,100.0,80.66666666666667,0
2023-12-26,95.0,100.0,97.5,Dhaka,19.82,0.0,77.87,0.0099999999999786,0,20.49,3.8800000000000097,12.0,42.0,12.0,27.0,0,42.0,61.333333333333336,0
2023-12-27,80.0,90.0,85.0,Dhaka,20.17,0.0,76.07,0.0099999999999786,0,19.82,-1.8000000000000114,12.0,42.0,12.0,12.0,0,42.0,42.0,0
2023-12-28,90.0,100.0,95.0,Dhaka,19.9,0.0,78.02,0.0,0,20.17,1.9500000000000028,12.0,42.0,12.0,12.0,0,42.0,42.0,0
2023-12-30,85.0,100.0,92.5,Dhaka,20.14,0.07,76.22,0.1399999999999787,0,20.14,0.0,12.0,42.0,12.0,12.0,0,42.0,42.0,0
2023-12-30,90.0,100.0,95.0,Dhaka,20.14,0.07,76.22,0.0699999999999786,0,19.9,-1.7999999999999972,12.0,42.0,12.0,12.0,0,42.0,42.0,0
2023-12-31,80.0,100.0,90.0,Dhaka,18.42,0.0,84.21,0.1399999999999787,0,20.14,7.989999999999995,11.0,41.0,12.0,11.666666666666666,0,42.0,41.666666666666664,0
2024-01-01,80.0,100.0,90.0,Dhaka,17.86,0.0,84.34,0.0699999999999786,0,18.42,0.1300000000000096,11.0,41.0,11.0,11.333333333333334,0,41.0,41.333333333333336,0
2024-01-02,80.0,90.0,85.0,Dhaka,16.85,0.54,85.89,0.5399999999999787,0,17.86,1.5499999999999972,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-03,80.0,90.0,85.0,Dhaka,16.89,0.0,81.72,0.5399999999999787,0,16.85,-4.170000000000002,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-04,80.0,90.0,85.0,Dhaka,16.94,0.0,83.2,0.5399999999999787,0,16.89,1.480000000000004,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-05,80.0,90.0,85.0,Dhaka,16.96,0.0,82.44,0.0,0,16.94,-0.7600000000000051,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-06,80.0,90.0,85.0,Dhaka,17.66,0.0,80.99,0.0,0,16.96,-1.4500000000000028,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-08,85.0,95.0,90.0,Dhaka,17.64,0.0,85.5,0.0,0,17.66,4.510000000000005,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-09,85.0,100.0,92.5,Dhaka,16.6,0.0,82.34,0.0,0,17.64,-3.1599999999999966,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-10,80.0,100.0,90.0,Dhaka,16.34,0.0,78.13,0.0,0,16.6,-4.210000000000008,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-11,80.0,100.0,90.0,Dhaka,16.47,0.0,82.36,0.0,0,16.34,4.230000000000004,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-12,80.0,100.0,90.0,Dhaka,15.1,0.0,83.11,0.0,0,16.47,0.75,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-13,80.0,100.0,90.0,Dhaka,15.07,0.0,84.29,0.0,0,15.1,1.1800000000000068,11.0,41.0,11.0,11.0,0,41.0,41.0,0
2024-01-14,70.0,90.0,80.0,Dhaka,15.59,0.0,78.72,0.0,0,15.07,-5.570000000000007,11.0,38.0,11.0,11.0,0,41.0,40.0,0
2024-01-15,70.0,90.0,80.0,Dhaka,15.85,0.0,81.22,0.0,0,15.59,2.5,11.0,38.0,11.0,11.0,0,38.0,39.0,0
2024-01-16,70.0,90.0,80.0,Dhaka,15.68,0.0,78.35,0.0,0,15.85,-2.8700000000000045,11.0,38.0,11.0,11.0,0,38.0,38.0,0
2024-01-17,70.0,80.0,75.0,Dhaka,15.74,0.0,76.49,0.0,0,15.68,-1.86,11.0,38.0,11.0,11.0,0,38.0,38.0,0
2024-01-19,70.0,80.0,75.0,Dhaka,17.49,0.74,79.51,0.7399999999999787,0,15.74,3.0200000000000102,11.0,38.0,11.0,11.0,0,38.0,38.0,0
2024-01-20,70.0,80.0,75.0,Dhaka,15.97,8.42,81.61,9.15999999999998,1,17.49,2.0999999999999943,11.0,38.0,11.0,11.0,0,38.0,38.0,0
2024-01-21,70.0,80.0,75.0,Dhaka,15.12,0.0,78.04,9.15999999999998,0,15.97,-3.569999999999993,14.0,38.0,11.0,12.0,0,38.0,38.0,0
2024-01-21,65.0,75.0,70.0,Dhaka,15.12,0.0,78.04,8.419999999999979,0,15.12,0.0,14.0,38.0,14.0,13.0,0,38.0,38.0,0
2024-01-23,75.0,80.0,77.5,Dhaka,15.06,0.0,74.33,0.0,0,15.12,-3.710000000000008,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-01-23,75.0,80.0,77.5,Dhaka,15.06,0.0,74.33,0.0,0,15.06,0.0,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-01-24,80.0,90.0,85.0,Dhaka,15.71,3.39,78.76,3.389999999999979,0,15.06,4.430000000000007,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-01-25,80.0,90.0,85.0,Dhaka,16.41,0.88,75.9,4.269999999999979,0,15.71,-2.8599999999999994,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-01-26,75.0,90.0,82.5,Dhaka,15.25,0.55,73.63,4.819999999999979,0,16.41,-2.2700000000000102,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-01-27,75.0,90.0,82.5,Dhaka,14.86,0.0,73.84,1.4299999999999788,0,15.25,0.2100000000000079,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-01-28,90.0,100.0,95.0,Dhaka,14.95,0.0,71.84,0.5499999999999787,0,14.86,-2.0,9.0,34.0,14.0,12.333333333333334,0,38.0,36.666666666666664,0
2024-01-29,90.0,100.0,95.0,Dhaka,16.38,0.0,65.77,0.0,0,14.95,-6.070000000000007,9.0,34.0,9.0,10.666666666666666,0,34.0,35.333333333333336,0
2024-01-30,85.0,100.0,92.5,Dhaka,17.64,0.02,61.66,0.0199999999999786,0,16.38,-4.109999999999999,9.0,34.0,9.0,9.0,0,34.0,34.0,0
2024-01-31,85.0,95.0,90.0,Dhaka,19.37,0.68,69.65,0.6999999999999788,0,17.64,7.990000000000009,9.0,34.0,9.0,9.0,0,34.0,34.0,0
2024-02-01,80.0,90.0,85.0,Dhaka,20.08,1.51,81.3,2.209999999999978,0,19.37,11.649999999999991,9.0,34.0,9.0,9.0,0,34.0,34.0,0
2024-02-02,80.0,90.0,85.0,Dhaka,19.83,3.16,83.44,5.349999999999978,0,20.08,2.140000000000001,9.0,34.0,9.0,9.0,0,34.0,34.0,0
2024-02-03,80.0,90.0,85.0,Dhaka,19.47,0.16,72.58,4.829999999999979,0,19.83,-10.86,9.0,34.0,9.0,9.0,0,34.0,34.0,0
2024-02-04,85.0,100.0,92.5,Dhaka,19.07,0.0,60.77,3.319999999999979,0,19.47,-11.809999999999995,13.0,34.0,9.0,10.333333333333334,0,34.0,34.0,0
2024-02-05,85.0,100.0,92.5,Dhaka,20.21,0.0,63.56,0.1599999999999787,0,19.07,2.789999999999999,13.0,34.0,13.0,11.666666666666666,0,34.0,34.0,0
2024-02-06,85.0,100.0,92.5,Dhaka,21.27,0.0,70.62,0.0,0,20.21,7.060000000000002,13.0,34.0,13.0,13.0,0,34.0,34.0,0
2024-02-07,85.0,100.0,92.5,Dhaka,20.37,0.0,75.58,0.0,0,21.27,4.959999999999994,13.0,34.0,13.0,13.0,0,34.0,34.0,0
2024-02-08,90.0,100.0,95.0,Dhaka,17.98,0.0,58.8,0.0,0,20.37,-16.78,13.0,34.0,13.0,13.0,0,34.0,34.0,0
2024-02-09,100.0,120.0,110.0,Dhaka,16.48,0.0,63.09,0.0,0,17.98,4.290000000000006,13.0,34.0,13.0,13.0,0,34.0,34.0,0
2024-02-11,95.0,120.0,107.5,Dhaka,18.47,0.0,68.42,0.0,0,16.48,5.329999999999998,12.0,35.0,13.0,12.666666666666666,0,34.0,34.333333333333336,0
2024-02-12,100.0,110.0,105.0,Dhaka,20.06,0.0,59.62,0.0,0,18.47,-8.800000000000004,12.0,35.0,12.0,12.333333333333334,0,35.0,34.666666666666664,0
2024-02-13,100.0,110.0,105.0,Dhaka,20.82,0.0,57.79,0.0,0,20.06,-1.8299999999999983,12.0,35.0,12.0,12.0,0,35.0,35.0,0
2024-02-14,100.0,120.0,110.0,Dhaka,21.75,0.0,62.49,0.0,0,20.82,4.700000000000003,12.0,35.0,12.0,12.0,0,35.0,35.0,0
2024-02-15,90.0,120.0,105.0,Dhaka,21.91,0.51,72.59,0.5099999999999787,0,21.75,10.1,12.0,35.0,12.0,12.0,0,35.0,35.0,0
2024-02-16,90.0,120.0,105.0,Dhaka,21.46,0.09,75.43,0.5999999999999787,0,21.91,2.8400000000000034,12.0,35.0,12.0,12.0,0,35.0,35.0,0
2024-02-17,105.0,120.0,112.5,Dhaka,20.82,0.43,62.16,1.0299999999999787,0,21.46,-13.27000000000001,12.0,35.0,12.0,12.0,0,35.0,35.0,0
2024-02-18,90.0,110.0,100.0,Dhaka,21.35,0.0,51.38,0.5199999999999787,0,20.82,-10.779999999999994,18.0,32.0,12.0,14.0,0,35.0,34.0,0
2024-02-19,100.0,120.0,110.0,Dhaka,21.13,0.0,51.89,0.4299999999999787,0,21.35,0.509999999999998,18.0,32.0,18.0,16.0,0,32.0,33.0,0
2024-02-20,100.0,120.0,110.0,Dhaka,22.18,0.0,76.21,0.0,0,21.13,24.32,18.0,32.0,18.0,18.0,0,32.0,32.0,0
2024-02-22,110.0,120.0,115.0,Dhaka,24.59,14.09,81.16,14.08999999999998,1,22.18,4.950000000000003,18.0,32.0,18.0,18.0,0,32.0,32.0,0
2024-02-23,110.0,120.0,115.0,Dhaka,22.55,13.45,75.39,27.53999999999997,1,24.59,-5.769999999999996,18.0,32.0,18.0,18.0,0,32.0,32.0,0
2024-02-24,110.0,120.0,115.0,Dhaka,22.2,7.48,69.12,35.01999999999998,1,22.55,-6.269999999999996,18.0,32.0,18.0,18.0,0,32.0,32.0,0
2024-02-25,110.0,120.0,115.0,Dhaka,20.9,0.32,65.84,21.24999999999998,0,22.2,-3.280000000000001,14.0,34.0,18.0,16.666666666666668,0,32.0,32.666666666666664,0
2024-02-27,110.0,120.0,115.0,Dhaka,21.33,0.0,59.21,7.799999999999979,0,20.9,-6.630000000000003,14.0,34.0,14.0,15.333333333333334,0,34.0,33.333333333333336,0
2024-02-28,110.0,120.0,115.0,Dhaka,22.99,0.0,54.24,0.3199999999999787,0,21.33,-4.969999999999999,14.0,34.0,14.0,14.0,0,34.0,34.0,0
2024-02-29,110.0,120.0,115.0,Dhaka,22.97,0.0,59.52,0.0,0,22.99,5.280000000000001,14.0,34.0,14.0,14.0,0,34.0,34.0,0
2024-03-01,110.0,120.0,115.0,Dhaka,22.03,0.0,56.95,0.0,0,22.97,-2.5700000000000003,14.0,34.0,14.0,14.0,0,34.0,34.0,0
2024-03-02,110.0,120.0,115.0,Dhaka,22.5,0.0,51.19,0.0,0,22.03,-5.760000000000005,14.0,34.0,14.0,14.0,0,34.0,34.0,0
2024-03-03,110.0,120.0,115.0,Dhaka,23.86,0.0,51.63,0.0,0,22.5,0.4400000000000048,14.0,32.0,14.0,14.0,0,34.0,33.333333333333336,0
2024-03-04,110.0,120.0,115.0,Dhaka,24.02,0.42,56.07,0.4199999999999786,0,23.86,4.439999999999998,14.0,32.0,14.0,14.0,0,32.0,32.666666666666664,0
2024-03-07,80.0,100.0,90.0,Dhaka,23.55,0.0,42.34,0.4199999999999786,0,24.02,-13.729999999999997,14.0,32.0,14.0,14.0,0,32.0,32.0,0
2024-03-08,80.0,100.0,90.0,Dhaka,23.73,0.0,45.26,0.4199999999999786,0,23.55,2.9199999999999946,14.0,32.0,14.0,14.0,0,32.0,32.0,0
2024-03-09,80.0,100.0,90.0,Dhaka,23.44,0.0,41.26,0.0,0,23.73,-4.0,14.0,32.0,14.0,14.0,0,32.0,32.0,0
2024-03-10,90.0,100.0,95.0,Dhaka,22.88,0.0,40.12,0.0,0,23.44,-1.1400000000000006,13.0,39.0,14.0,13.666666666666666,0,32.0,34.333333333333336,0
2024-03-11,90.0,100.0,95.0,Dhaka,22.99,0.0,46.21,0.0,0,22.88,6.090000000000003,13.0,39.0,13.0,13.333333333333334,0,39.0,36.666666666666664,0
2024-03-12,90.0,110.0,100.0,Dhaka,25.18,0.0,49.29,0.0,0,22.99,3.0799999999999983,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-13,80.0,100.0,90.0,Dhaka,25.99,0.0,69.01,0.0,0,25.18,19.72000000000001,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-14,80.0,90.0,85.0,Dhaka,26.41,5.22,74.66,5.219999999999978,1,25.99,5.649999999999992,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-15,80.0,90.0,85.0,Dhaka,26.93,6.31,70.33,11.529999999999978,1,26.41,-4.329999999999998,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-16,70.0,90.0,80.0,Dhaka,27.13,8.89,65.8,20.41999999999998,1,26.93,-4.530000000000001,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-19,60.0,70.0,65.0,Dhaka,27.92,2.0,56.38,17.19999999999998,0,27.13,-9.419999999999996,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-20,60.0,70.0,65.0,Dhaka,24.55,2.49,67.82,13.37999999999998,0,27.92,11.43999999999999,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-21,55.0,70.0,62.5,Dhaka,23.95,3.54,68.7,8.02999999999998,0,24.55,0.8800000000000097,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-22,60.0,70.0,65.0,Dhaka,23.82,7.21,70.58,13.23999999999998,1,23.95,1.879999999999996,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-23,60.0,70.0,65.0,Dhaka,24.82,9.1,74.09,19.84999999999998,1,23.82,3.510000000000005,13.0,39.0,13.0,13.0,0,39.0,39.0,0
2024-03-24,60.0,70.0,65.0,Dhaka,26.62,11.59,76.74,27.899999999999977,1,24.82,2.6499999999999915,14.0,38.0,13.0,13.333333333333334,0,39.0,38.666666666666664,0
2024-03-25,58.0,70.0,64.0,Dhaka,26.55,11.89,76.53,32.57999999999998,1,26.62,-0.2099999999999937,14.0,38.0,14.0,13.666666666666666,0,38.0,38.333333333333336,0
2024-03-27,60.0,70.0,65.0,Dhaka,27.57,0.07,68.22,23.549999999999976,0,26.55,-8.310000000000002,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-03-28,55.0,60.0,57.5,Dhaka,27.3,2.67,72.64,14.62999999999998,0,27.57,4.420000000000002,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-03-29,55.0,60.0,57.5,Dhaka,26.75,8.6,75.45,11.33999999999998,1,27.3,2.8100000000000023,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-03-30,50.0,60.0,55.0,Dhaka,27.97,11.82,79.91,23.08999999999998,1,26.75,4.459999999999994,14.0,38.0,14.0,14.0,0,38.0,38.0,0
2024-03-31,50.0,60.0,55.0,Dhaka,28.37,12.56,78.87,32.97999999999998,1,27.97,-1.039999999999992,17.0,32.0,14.0,15.0,0,38.0,36.0,0
2024-04-01,45.0,60.0,52.5,Dhaka,28.7,14.03,76.5,38.40999999999998,1,28.37,-2.3700000000000045,17.0,32.0,17.0,16.0,0,32.0,34.0,0
2024-04-02,45.0,55.0,50.0,Dhaka,29.14,0.04,73.71,26.629999999999978,0,28.7,-2.7900000000000063,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-04,45.0,55.0,50.0,Dhaka,29.5,0.16,74.1,14.229999999999976,0,29.14,0.3900000000000005,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-08,45.0,50.0,47.5,Dhaka,29.46,0.12,56.23,0.3199999999999787,0,29.5,-17.869999999999997,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-08,45.0,50.0,47.5,Dhaka,29.46,0.12,56.23,0.3999999999999787,0,29.46,0.0,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-08,45.0,50.0,47.5,Dhaka,29.46,0.12,56.23,0.36,0,29.46,0.0,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-08,55.0,60.0,57.5,Dhaka,29.46,0.12,56.23,0.36,0,29.46,0.0,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-09,55.0,65.0,60.0,Dhaka,29.76,0.0,48.97,0.2399999999999786,0,29.46,-7.259999999999998,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-16,55.0,65.0,60.0,Dhaka,31.5,1.17,57.57,2.3399999999999785,0,31.5,0.0,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-16,55.0,60.0,57.5,Dhaka,31.5,1.17,57.57,1.2899999999999787,0,29.76,8.600000000000001,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-17,55.0,65.0,60.0,Dhaka,30.95,9.47,68.25,11.80999999999998,1,31.5,10.68,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-18,60.0,65.0,62.5,Dhaka,30.68,8.62,73.3,19.259999999999977,1,30.95,5.049999999999997,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-19,60.0,65.0,62.5,Dhaka,31.38,2.97,67.1,21.059999999999977,0,30.68,-6.200000000000003,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-20,60.0,65.0,62.5,Dhaka,32.11,0.86,63.71,12.449999999999978,0,31.38,-3.389999999999993,17.0,32.0,17.0,17.0,0,32.0,32.0,0
2024-04-21,60.0,65.0,62.5,Dhaka,32.03,0.07,66.67,3.899999999999979,0,32.11,2.960000000000001,8.0,24.0,17.0,14.0,0,32.0,29.333333333333332,0
2024-04-22,60.0,65.0,62.5,Dhaka,32.01,0.23,65.1,1.1599999999999786,0,32.03,-1.5700000000000074,8.0,24.0,8.0,11.0,0,24.0,26.666666666666668,0
2024-04-23,60.0,65.0,62.5,Dhaka,31.69,0.05,59.32,0.3499999999999787,0,32.01,-5.779999999999994,8.0,24.0,8.0,8.0,0,24.0,24.0,0
2024-04-24,60.0,65.0,62.5,Dhaka,32.33,0.01,55.75,0.2899999999999787,0,31.69,-3.5700000000000003,8.0,24.0,8.0,8.0,0,24.0,24.0,0
2024-04-25,58.0,60.0,59.0,Dhaka,32.87,0.01,57.38,0.0699999999999786,0,32.33,1.6300000000000026,8.0,24.0,8.0,8.0,0,24.0,24.0,0
2024-04-26,58.0,60.0,59.0,Dhaka,32.71,0.11,58.93,0.1299999999999787,0,32.87,1.5499999999999972,8.0,24.0,8.0,8.0,0,24.0,24.0,0
2024-04-27,58.0,60.0,59.0,Dhaka,32.72,0.39,61.03,0.5099999999999787,0,32.71,2.1000000000000014,8.0,24.0,8.0,8.0,0,24.0,24.0,0
2024-04-28,60.0,70.0,65.0,Dhaka,33.19,0.27,59.88,0.7699999999999787,0,32.72,-1.1499999999999986,7.0,28.0,8.0,7.666666666666667,0,24.0,25.333333333333332,0
2024-04-29,60.0,70.0,65.0,Dhaka,33.33,0.47,59.37,1.1299999999999786,0,33.19,-0.5100000000000051,7.0,28.0,7.0,7.333333333333333,0,28.0,26.666666666666668,0
2024-04-30,60.0,70.0,65.0,Dhaka,33.49,0.02,60.73,0.7599999999999787,0,33.33,1.3599999999999994,7.0,28.0,7.0,7.0,0,28.0,28.0,0
2024-05-02,65.0,75.0,70.0,Dhaka,31.87,6.57,68.18,7.059999999999979,1,33.49,7.45000000000001,7.0,28.0,7.0,7.0,0,28.0,28.0,0
2024-05-03,65.0,70.0,67.5,Dhaka,31.83,4.05,64.11,10.63999999999998,0,31.87,-4.070000000000007,7.0,28.0,7.0,7.0,0,28.0,28.0,0
2024-05-04,65.0,75.0,70.0,Dhaka,31.11,6.25,66.2,16.86999999999998,1,31.83,2.0900000000000034,7.0,28.0,7.0,7.0,0,28.0,28.0,0
2024-05-05,65.0,75.0,70.0,Dhaka,30.22,13.99,75.78,24.28999999999997,1,31.11,9.579999999999998,20.0,73.0,7.0,11.333333333333334,1,28.0,43.0,1
2024-05-06,65.0,75.0,70.0,Dhaka,28.76,36.08,84.27,56.31999999999998,1,30.22,8.489999999999995,20.0,73.0,20.0,15.666666666666666,0,73.0,58.0,0
2024-05-07,65.0,70.0,67.5,Dhaka,27.91,21.0,77.59,71.06999999999998,1,28.76,-6.679999999999993,20.0,73.0,20.0,20.0,0,73.0,73.0,0
2024-05-08,65.0,75.0,70.0,Dhaka,26.57,40.83,76.18,97.90999999999995,1,27.91,-1.4099999999999966,20.0,73.0,20.0,20.0,0,73.0,73.0,0
2024-05-09,65.0,75.0,70.0,Dhaka,27.99,0.99,69.47,62.81999999999998,0,26.57,-6.710000000000008,20.0,73.0,20.0,20.0,0,73.0,73.0,0
2024-05-10,65.0,80.0,72.5,Dhaka,28.46,4.94,70.54,46.75999999999998,0,27.99,1.0700000000000074,20.0,73.0,20.0,20.0,0,73.0,73.0,0
2024-05-11,65.0,80.0,72.5,Dhaka,27.64,27.5,82.61,33.42999999999998,1,28.46,12.069999999999991,20.0,73.0,20.0,20.0,0,73.0,73.0,0
2024-05-12,70.0,80.0,75.0,Dhaka,28.15,4.91,77.96,37.34999999999998,0,27.64,-4.650000000000006,21.0,92.0,20.0,20.333333333333332,0,73.0,79.33333333333333,0
2024-05-13,65.0,75.0,70.0,Dhaka,28.77,1.69,76.35,34.09999999999998,0,28.15,-1.6099999999999994,21.0,92.0,21.0,20.666666666666668,0,92.0,85.66666666666667,0
2024-05-14,65.0,75.0,70.0,Dhaka,29.62,1.22,75.82,7.819999999999979,0,28.77,-0.5300000000000011,21.0,92.0,21.0,21.0,0,92.0,92.0,0
2024-05-16,65.0,75.0,70.0,Dhaka,30.0,0.0,73.31,1.2199999999999789,0,30.0,0.0,21.0,92.0,21.0,21.0,0,92.0,92.0,0
2024-05-16,65.0,75.0,70.0,Dhaka,30.0,0.0,73.31,2.909999999999979,0,29.62,-2.509999999999991,21.0,92.0,21.0,21.0,0,92.0,92.0,0
2024-05-17,65.0,75.0,70.0,Dhaka,30.3,0.04,73.86,0.0399999999999786,0,30.0,0.5499999999999972,21.0,92.0,21.0,21.0,0,92.0,92.0,0
2024-05-18,65.0,75.0,70.0,Dhaka,29.63,7.23,81.6,7.269999999999979,1,30.3,7.739999999999995,21.0,92.0,21.0,21.0,0,92.0,92.0,0
2024-05-19,70.0,75.0,72.5,Dhaka,29.73,6.96,80.7,14.22999999999998,1,29.63,-0.8999999999999915,13.0,81.0,21.0,18.333333333333332,0,92.0,88.33333333333333,0
2024-05-20,65.0,75.0,70.0,Dhaka,29.8,8.71,76.62,22.89999999999998,1,29.73,-4.079999999999998,13.0,81.0,13.0,15.666666666666666,0,81.0,84.66666666666667,0
2024-05-21,65.0,75.0,70.0,Dhaka,30.46,7.4,71.18,23.06999999999998,1,29.8,-5.439999999999998,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-23,70.0,75.0,72.5,Dhaka,31.69,1.14,68.73,17.24999999999998,0,30.46,-2.450000000000003,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-24,70.0,75.0,72.5,Dhaka,32.38,3.29,69.12,11.82999999999998,0,31.69,0.3900000000000005,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-25,70.0,75.0,72.5,Dhaka,31.52,2.6,75.67,7.029999999999978,0,32.38,6.549999999999997,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-27,70.0,75.0,72.5,Dhaka,28.68,67.57,90.36,73.45999999999997,1,31.52,14.689999999999998,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-27,70.0,75.0,72.5,Dhaka,28.68,67.57,90.36,137.73999999999995,1,28.68,0.0,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-28,70.0,75.0,72.5,Dhaka,28.29,103.52,90.01,238.66,1,28.68,-0.3499999999999943,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-29,70.0,75.0,72.5,Dhaka,29.93,13.73,89.83,184.82,1,28.29,-0.1800000000000068,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-30,75.0,80.0,77.5,Dhaka,29.71,4.67,89.97,121.91999999999996,0,29.93,0.1400000000000005,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-05-31,75.0,80.0,77.5,Dhaka,29.74,2.42,87.25,20.81999999999997,0,29.71,-2.719999999999999,13.0,81.0,13.0,13.0,0,81.0,81.0,0
2024-06-01,75.0,85.0,80.0,Dhaka,29.76,0.74,84.34,7.829999999999972,0,29.74,-2.9099999999999966,13.0,81.0,13.0,13.0,0,81.0,81.0,0
